Genome	D1_P102_M Read Count	D1_P102_M Covered Fraction	D1_P102_M Length	D1_P107_M Read Count	D1_P107_M Covered Fraction	D1_P107_M Length	D1_P167_M Read Count	D1_P167_M Covered Fraction	D1_P167_M Length	D1_P225_M Read Count	D1_P225_M Covered Fraction	D1_P225_M Length	D1_P295_M Read Count	D1_P295_M Covered Fraction	D1_P295_M Length	D1_P304_M Read Count	D1_P304_M Covered Fraction	D1_P304_M Length	D1_P46_M Read Count	D1_P46_M Covered Fraction	D1_P46_M Length	D1_P47_M Read Count	D1_P47_M Covered Fraction	D1_P47_M Length	D3_P186_M Read Count	D3_P186_M Covered Fraction	D3_P186_M Length	D3_P190_M Read Count	D3_P190_M Covered Fraction	D3_P190_M Length	D3_P191_M Read Count	D3_P191_M Covered Fraction	D3_P191_M Length	D3_P265_M Read Count	D3_P265_M Covered Fraction	D3_P265_M Length	D3_P266_M Read Count	D3_P266_M Covered Fraction	D3_P266_M Length	D3_P41_M Read Count	D3_P41_M Covered Fraction	D3_P41_M Length	D3_P75_M Read Count	D3_P75_M Covered Fraction	D3_P75_M Length	D3_P9_M Read Count	D3_P9_M Covered Fraction	D3_P9_M Length	G1_P178_M Read Count	G1_P178_M Covered Fraction	G1_P178_M Length	G1_P196_M Read Count	G1_P196_M Covered Fraction	G1_P196_M Length	G1_P276_M Read Count	G1_P276_M Covered Fraction	G1_P276_M Length	G1_P291_M Read Count	G1_P291_M Covered Fraction	G1_P291_M Length	G1_P294_M Read Count	G1_P294_M Covered Fraction	G1_P294_M Length	G1_P43_M Read Count	G1_P43_M Covered Fraction	G1_P43_M Length	G1_P74_M Read Count	G1_P74_M Covered Fraction	G1_P74_M Length	G1_P82_M Read Count	G1_P82_M Covered Fraction	G1_P82_M Length	G3_P143_M Read Count	G3_P143_M Covered Fraction	G3_P143_M Length	G3_P149_M Read Count	G3_P149_M Covered Fraction	G3_P149_M Length	G3_P14_M Read Count	G3_P14_M Covered Fraction	G3_P14_M Length	G3_P179_M Read Count	G3_P179_M Covered Fraction	G3_P179_M Length	G3_P212_M Read Count	G3_P212_M Covered Fraction	G3_P212_M Length	G3_P261_M Read Count	G3_P261_M Covered Fraction	G3_P261_M Length	G3_P301_M Read Count	G3_P301_M Covered Fraction	G3_P301_M Length	G3_P84_M Read Count	G3_P84_M Covered Fraction	G3_P84_M Length
all_samples_bin.254	15754	0.4287516	1854820	26034	0.4930004	1854820	18646	0.6109439	1854820	34150	0.6986613	1854820	134666	0.9790583	1854820	150827	0.97912467	1854820	19358	0.45608845	1854820	10623	0.1901613	1854820	7409	0.17789273	1854820	12580	0.35638607	1854820	71434	0.916345	1854820	8916	0.35367045	1854820	4957	0.19938916	1854820	24411	0.4832523	1854820	9933	0.22097562	1854820	21185	0.46889025	1854820	29681	0.6466148	1854820	89608	0.958307	1854820	140117	0.9644402	1854820	148538	0.97711855	1854820	214492	0.98276114	1854820	1076382	0.98548377	1854820	2809	0.115550295	1854820	918212	0.98591775	1854820	23663	0.54329747	1854820	320140	0.97592163	1854820	155035	0.9691916	1854820	308849	0.9851937	1854820	15690	0.48499316	1854820	74525	0.93587947	1854820	142618	0.9793139	1854820	171024	0.9681716	1854820
all_samples_bin.255	4654	0.02263142	1654514	1621	0.03161593	1654514	1289	0.01789589	1654514	1293	0.02495597	1654514	12069	0.058837824	1654514	9704	0.03307074	1654514	1928	0.026515944	1654514	13977	0.019979885	1654514	14142	0.03080542	1654514	1105	0.017474014	1654514	7173	0.01894937	1654514	2892	0.0266471	1654514	666	0.012675625	1654514	176894	0.9943337	1654514	5682	0.022222236	1654514	101510	0.97793734	1654514	25559	0.021971406	1654514	15344	0.026092254	1654514	22346	0.059946306	1654514	10604	0.05264446	1654514	12042	0.037694454	1654514	54154	0.046631217	1654514	879	0.029269017	1654514	34598	0.06469211	1654514	3720	0.028647084	1654514	79966	0.93716645	1654514	17842	0.03522968	1654514	42551	0.06409012	1654514	1276	0.013773229	1654514	11793	0.042918947	1654514	6175	0.026873752	1654514	1983	0.03305865	1654514
all_samples_bin.256	97	0.0023587316	2416977	503	0.00351017	2416977	11183	0.37048057	2416977	57	0.00019280282	2416977	34	0.00084609824	2416977	38	0.0010120079	2416977	3079	0.13583952	2416977	3457	0.12233877	2416977	1494711	0.9966177	2416977	1699	0.013775059	2416977	199	0.0008407196	2416977	32587	0.68372804	2416977	2383	0.11268622	2416977	275	0.0008179639	2416977	2769	0.12654154	2416977	394871	0.97015154	2416977	2	0.00012412199	2416977	101	0.0053728274	2416977	4	0.00011253727	2416977	93	0.003379428	2416977	0	0	2416977	686	0.032780204	2416977	12	0.00018576926	2416977	768	0.036561374	2416977	9	0.0002308669	2416977	13	0.00028796302	2416977	59	0.0025705665	2416977	6	0.000068267094	2416977	19	0.00041953233	2416977	4344	0.19029805	2416977	37	0.001928442	2416977	11	0.00022507455	2416977
all_samples_bin.257	19454	0.42347887	2769673	795485	0.99761057	2769673	115	0.0045951274	2769673	3187	0.1050467	2769673	7722	0.24716492	2769673	29454	0.48740807	2769673	312	0.012229241	2769673	104718	0.92447627	2769673	84799	0.8691831	2769673	4056	0.13424906	2769673	974	0.02711367	2769673	46872	0.76342696	2769673	5635	0.18602051	2769673	299266	0.97106194	2769673	157868	0.78454965	2769673	460	0.015997918	2769673	1685	0.06315294	2769673	479	0.020726996	2769673	636	0.023060845	2769673	2209	0.08387091	2769673	36	0.0015756373	2769673	419	0.017709672	2769673	611	0.021161703	2769673	181	0.007781424	2769673	7	0.00031628282	2769673	370	0.012353805	2769673	191	0.005775411	2769673	20	0.00069069525	2769673	382	0.01613909	2769673	299	0.01178298	2769673	422	0.017947245	2769673	482	0.017426606	2769673
all_samples_bin.258	2444	0.1442685	1687125	19867	0.6193139	1687125	5716	0.31189686	1687125	43010	0.88047713	1687125	194690	0.98943174	1687125	2256510	0.9937278	1687125	18094	0.5809392	1687125	18483	0.5948356	1687125	374	0.020712752	1687125	3533	0.18794458	1687125	331306	0.993547	1687125	6558	0.32315448	1687125	4116	0.23583256	1687125	6141	0.27156377	1687125	7058	0.3250998	1687125	7403	0.3489137	1687125	16372	0.5448843	1687125	10253	0.3993883	1687125	4108	0.1832502	1687125	164948	0.9859305	1687125	46695	0.887936	1687125	1768837	0.9942553	1687125	658	0.0322851	1687125	190893	0.9945701	1687125	245354	0.99100065	1687125	6559	0.17686063	1687125	2223	0.10855687	1687125	308732	0.9917451	1687125	21123	0.69491357	1687125	22768	0.50304395	1687125	7361	0.34276062	1687125	2244	0.111858934	1687125
all_samples_bin.259	534	0.027668713	1385247	110	0.00573183	1385247	155	0.010146205	1385247	176	0.0067915684	1385247	5261	0.2931275	1385247	1639	0.08994497	1385247	684	0.034087785	1385247	118	0.003627512	1385247	81	0.0027222582	1385247	458	0.030563502	1385247	77	0.0019577737	1385247	86	0.0047652153	1385247	228	0.0144147575	1385247	787	0.034831334	1385247	138	0.0063071786	1385247	321	0.013028001	1385247	381	0.021710208	1385247	582	0.031231252	1385247	967	0.04476819	1385247	8470	0.40571102	1385247	4013	0.21011488	1385247	9576	0.4208744	1385247	56	0.0043320796	1385247	14782	0.5615056	1385247	202	0.0075322306	1385247	26611	0.7998111	1385247	9689	0.48468468	1385247	6974	0.2505488	1385247	406	0.024337897	1385247	6858	0.3786978	1385247	5518	0.3281783	1385247	227	0.010069684	1385247
all_samples_bin.25	35189	0.62297773	2592120	84188	0.8508595	2592120	5741	0.20036495	2592120	24893	0.49715522	2592120	1257698	0.9505227	2592120	101787	0.89536905	2592120	276265	0.9482389	2592120	5825	0.11100104	2592120	21285	0.41798335	2592120	3600	0.079722	2592120	2145	0.056488898	2592120	1034	0.030606221	2592120	29291	0.5634797	2592120	16829	0.31606716	2592120	40895	0.62672216	2592120	39984	0.6175023	2592120	582	0.010432773	2592120	5685	0.18168603	2592120	71059	0.773181	2592120	15670	0.17614463	2592120	5554	0.14723817	2592120	3107	0.06403137	2592120	2042	0.0063195378	2592120	1472	0.016629245	2592120	766932	0.9396455	2592120	410865	0.98259264	2592120	17487	0.070987456	2592120	23733	0.44447556	2592120	186165	0.9184594	2592120	1903907	0.9873852	2592120	432849	0.98036665	2592120	17089	0.014788667	2592120
all_samples_bin.260	30976	0.79113925	1516805	1264	0.056074444	1516805	961	0.051946033	1516805	7233	0.30048028	1516805	8073	0.14538388	1516805	21141	0.61856073	1516805	2429	0.080760546	1516805	4857	0.20595792	1516805	358	0.015059286	1516805	322	0.005934184	1516805	607	0.0035442922	1516805	1519	0.08247731	1516805	735	0.036431182	1516805	12963	0.37938628	1516805	1122	0.042725332	1516805	1438	0.0484914	1516805	948	0.032885574	1516805	1963	0.059492815	1516805	1921	0.04888499	1516805	7110	0.013729517	1516805	7190	0.29315633	1516805	3736	0.0338112	1516805	141	0.0042081876	1516805	32320	0.51917815	1516805	1992	0.03748603	1516805	176213	0.9794054	1516805	811	0.0015268937	1516805	22469	0.03690916	1516805	3196	0.12525803	1516805	67629	0.9355883	1516805	1986	0.036730494	1516805	965	0.005668494	1516805
all_samples_bin.261	1127	0.018469758	2955913	1336	0.047046717	2955913	22	0.0008197129	2955913	79	0.0016769776	2955913	1159	0.042092916	2955913	222	0.004188892	2955913	19	0.00063263025	2955913	5544	0.08724039	2955913	212	0.0046090665	2955913	7652	0.1047294	2955913	5839	0.08885309	2955913	38	0.0013132999	2955913	19	0.0008214044	2955913	750840	0.9975378	2955913	731	0.0119644925	2955913	7363	0.12079212	2955913	2294	0.0482954	2955913	2419	0.052435238	2955913	1531	0.04877613	2955913	1435	0.052211955	2955913	2006	0.044544276	2955913	72	0.0012967229	2955913	2066	0.06392915	2955913	302	0.007878784	2955913	43	0.0014103934	2955913	904	0.019379122	2955913	34	0.0013017975	2955913	2396	0.052855074	2955913	1763	0.04256756	2955913	493	0.01511648	2955913	29	0.00088331423	2955913	1152	0.03600275	2955913
all_samples_bin.262	20	0.0003936678	1742586	1535	0.027128072	1742586	6	0.00046826957	1742586	4	0.00018937372	1742586	404	0.025221711	1742586	351	0.0019126746	1742586	21	0.0006054221	1742586	86	0.0011769864	1742586	222	0.0071106963	1742586	202	0.0106026335	1742586	342	0.0016624718	1742586	100	0.001513842	1742586	32	0.0014432573	1742586	219416	0.9985045	1742586	213	0.0042574657	1742586	504	0.020671003	1742586	1843	0.0022122294	1742586	87	0.0013032355	1742586	330	0.019288002	1742586	684	0.031934723	1742586	99	0.0014099735	1742586	161	0.0017715051	1742586	774	0.028017556	1742586	226	0.002766578	1742586	170	0.0014845752	1742586	181	0.004788286	1742586	61	0.002168616	1742586	83	0.001820857	1742586	17	0.00075577333	1742586	34	0.0012028101	1742586	0	0	1742586	345	0.015844269	1742586
all_samples_bin.263	2254	0.15351252	1066141	3181	0.03327515	1066141	189	0.0132262055	1066141	1402	0.07270708	1066141	25891	0.8928838	1066141	3646	0.19509989	1066141	1928	0.10290665	1066141	1597	0.07529586	1066141	2049	0.11171318	1066141	1875	0.10586217	1066141	12866	0.58811736	1066141	384	0.020318137	1066141	4953	0.36517778	1066141	654	0.006134273	1066141	2948	0.17780387	1066141	3627	0.22699437	1066141	290	0.0014697869	1066141	226	0.0042105126	1066141	442	0.019214157	1066141	4101	0.20567542	1066141	508	0.019987037	1066141	3209	0.20857091	1066141	676	0.034418523	1066141	665	0.019053765	1066141	285	0.004823002	1066141	537	0.006881829	1066141	1388	0.016517514	1066141	740	0.007804784	1066141	1524	0.09548925	1066141	1373	0.005234767	1066141	1417	0.0078122877	1066141	763	0.014285165	1066141
all_samples_bin.264	1016	0.09814956	818129	2759	0.23371987	818129	344	0.042773206	818129	22977	0.88737226	818129	96591	0.99398994	818129	27668	0.91194785	818129	24597	0.8587924	818129	800	0.07908166	818129	13506	0.7309385	818129	8181	0.57635653	818129	14750	0.7146587	818129	332	0.03693427	818129	44211	0.97297	818129	2260	0.16829865	818129	734	0.07676051	818129	16008	0.76834214	818129	6196	0.43986583	818129	38098	0.94858634	818129	5254	0.3937252	818129	7353	0.53472006	818129	3834	0.31169045	818129	10060	0.6250946	818129	2168	0.16650797	818129	8379	0.5270122	818129	9004	0.550742	818129	40384	0.9391221	818129	42823	0.97078824	818129	952	0.093850724	818129	22931	0.8344931	818129	3761	0.34070176	818129	8104	0.5886969	818129	4674	0.35172692	818129
all_samples_bin.265	18391	0.5868866	1398662	18416	0.6778886	1398662	36842	0.8918145	1398662	44090	0.87409467	1398662	544948	0.9881308	1398662	357411	0.98129857	1398662	27755	0.6829706	1398662	25590	0.43680602	1398662	21558	0.65937734	1398662	31241	0.712551	1398662	5264	0.24938191	1398662	9722	0.46396843	1398662	11306	0.49122733	1398662	46590	0.8652698	1398662	24858	0.7249986	1398662	41188	0.7418454	1398662	54206	0.89819914	1398662	92691	0.9533826	1398662	234017	0.9779668	1398662	1390961	0.99374044	1398662	117530	0.97493535	1398662	913107	0.9899254	1398662	2392	0.13217776	1398662	1868882	0.9951125	1398662	181080	0.97038954	1398662	238738	0.97616506	1398662	6194	0.24906589	1398662	787541	0.987877	1398662	23759	0.7479627	1398662	384337	0.9859737	1398662	336237	0.9872285	1398662	16924	0.5652309	1398662
all_samples_bin.266	316	0.0048579173	2499425	89	0.0021012833	2499425	635	0.0075241304	2499425	23	0.00090940914	2499425	122	0.004712684	2499425	29203	0.5347234	2499425	1481	0.06351581	2499425	2010	0.06514779	2499425	782470	0.99688447	2499425	475	0.015407144	2499425	99	0.0040617343	2499425	398	0.0056569013	2499425	1404	0.06224952	2499425	5477	0.15405864	2499425	1592	0.06017704	2499425	2557	0.088317916	2499425	42	0.0013775168	2499425	5828	0.17809056	2499425	232	0.0025473859	2499425	37	0.0013135021	2499425	163	0.0049067284	2499425	673	0.021947049	2499425	934	0.018285805	2499425	123	0.004930334	2499425	231	0.0032443462	2499425	297	0.008624784	2499425	28	0.00090980926	2499425	40770	0.70011944	2499425	146	0.003921302	2499425	2205	0.092674516	2499425	60	0.0020108626	2499425	1073	0.03452634	2499425
all_samples_bin.267	525	0.008698471	2683805	62	0.0014263331	2683805	153	0.0033441326	2683805	123	0.0025862535	2683805	706	0.005817487	2683805	4048	0.1116169	2683805	63	0.0021301846	2683805	280	0.0069505796	2683805	706	0.018344477	2683805	1199	0.040238764	2683805	783	0.026678167	2683805	49	0.0013942891	2683805	85	0.0026291031	2683805	2108	0.04183836	2683805	228	0.005344278	2683805	6257	0.16821714	2683805	306	0.005772029	2683805	318	0.0044310223	2683805	1410	0.030640826	2683805	759	0.005555545	2683805	2919	0.009727234	2683805	1893	0.010674024	2683805	705	0.024523018	2683805	2063	0.020917317	2683805	212	0.0068004197	2683805	8898	0.21921973	2683805	2021	0.054109745	2683805	1816	0.03243753	2683805	495	0.011965474	2683805	461	0.0053316094	2683805	897	0.007673061	2683805	231893	0.9937641	2683805
all_samples_bin.268	4685	0.23277555	1517088	3285	0.16985501	1517088	6058	0.33146924	1517088	6031	0.2798539	1517088	8775	0.41788018	1517088	33282	0.8251697	1517088	5403	0.23170574	1517088	1179	0.049248956	1517088	896	0.029603424	1517088	6591	0.32399637	1517088	1387	0.028173711	1517088	861	0.053281683	1517088	871	0.050154638	1517088	6606	0.28364933	1517088	878	0.043482646	1517088	1465	0.06863676	1517088	12424	0.44533673	1517088	5938	0.25488305	1517088	19544	0.6419608	1517088	73087	0.9741386	1517088	38338	0.8628972	1517088	63068	0.95458734	1517088	525	0.027690548	1517088	188663	0.9962586	1517088	2704	0.12908678	1517088	242322	0.9837709	1517088	1381	0.042891383	1517088	65494	0.9615652	1517088	13385	0.55657613	1517088	75076	0.9841763	1517088	33585	0.86990273	1517088	2421	0.07366811	1517088
all_samples_bin.269	2657	0.102529354	2044634	891	0.03413814	2044634	3509	0.16676627	2044634	5388	0.19563209	2044634	3899	0.17135683	2044634	10269	0.3390832	2044634	1443	0.052937593	2044634	893	0.03390093	2044634	407	0.016597103	2044634	1478	0.039255925	2044634	288	0.01020476	2044634	212	0.010626351	2044634	178	0.008135442	2044634	1003	0.031985674	2044634	356	0.016396578	2044634	625	0.024600001	2044634	1311	0.056860056	2044634	1400	0.05694271	2044634	3646	0.13925867	2044634	9592	0.34767494	2044634	28932	0.6430603	2044634	46418	0.82239413	2044634	333	0.014053371	2044634	19022	0.45606354	2044634	775	0.030179974	2044634	38383	0.7356378	2044634	14140	0.44941002	2044634	24227	0.60928804	2044634	1905	0.07207843	2044634	33227	0.75953007	2044634	58616	0.8710444	2044634	6340	0.17444491	2044634
all_samples_bin.26	432	0.0055201813	3303696	14093	0.14641935	3303696	117	0.004200447	3303696	124	0.002268066	3303696	646	0.021717494	3303696	2429	0.058872547	3303696	94	0.0022075276	3303696	1109	0.013391063	3303696	12444	0.2718186	3303696	169	0.0031973282	3303696	100	0.002639468	3303696	19876	0.4204503	3303696	14690	0.35120666	3303696	295137	0.9930224	3303696	33840	0.55435246	3303696	164	0.0043030595	3303696	38	0.0011859444	3303696	89	0.0027584257	3303696	539	0.017418975	3303696	748	0.024667827	3303696	11	0.00033780347	3303696	137	0.0047664796	3303696	622	0.020100215	3303696	81	0.0027387508	3303696	10	0.0001698098	3303696	51	0.0013533328	3303696	336	0.0078003546	3303696	9	0.00028029212	3303696	92	0.0024735932	3303696	33	0.0010824241	3303696	126	0.0042930706	3303696	404	0.011907876	3303696
all_samples_bin.270	3360	0.1717743	1680915	1962	0.094697826	1680915	3889	0.18896851	1680915	5014	0.2440397	1680915	32330	0.8049675	1680915	31041	0.6103378	1680915	4870	0.19126844	1680915	1254	0.063915186	1680915	940	0.05080269	1680915	13188	0.5065747	1680915	1107	0.055996288	1680915	919	0.053786777	1680915	1002	0.0554454	1680915	7764	0.32478738	1680915	4347	0.19951811	1680915	2532	0.13042301	1680915	5478	0.23535396	1680915	16742	0.4549653	1680915	43514	0.79668456	1680915	53962	0.8798803	1680915	50286	0.63312185	1680915	62507	0.8370138	1680915	942	0.05343102	1680915	137821	0.9487969	1680915	4864	0.18954022	1680915	304266	0.99674344	1680915	64591	0.88001716	1680915	105900	0.9158803	1680915	6303	0.2591398	1680915	84312	0.9563619	1680915	18312	0.5992611	1680915	858	0.043777943	1680915
all_samples_bin.271	69454	0.84606355	2526971	31600	0.63645846	2526971	14422	0.4435124	2526971	139591	0.95647395	2526971	1680476	0.99578506	2526971	400640	0.98951316	2526971	143126	0.9511498	2526971	27994	0.5353659	2526971	18427	0.40959078	2526971	3791	0.12594803	2526971	7302	0.25501204	2526971	4174	0.12190959	2526971	28754	0.5752365	2526971	100454	0.86999017	2526971	46098	0.6905164	2526971	23976	0.46199104	2526971	35601	0.6542556	2526971	178343	0.9721972	2526971	89394	0.87011325	2526971	2491749	0.99582386	2526971	220542	0.9772791	2526971	220028	0.97847146	2526971	9571	0.31064147	2526971	140250	0.955694	2526971	256946	0.978849	2526971	402988	0.9724888	2526971	1813097	0.98219526	2526971	225046	0.96560544	2526971	169038	0.96414363	2526971	1369404	0.99717647	2526971	2107222	0.9973874	2526971	63552	0.41838667	2526971
all_samples_bin.272	62414	0.82557386	2600654	14971	0.36060813	2600654	4150	0.15808946	2600654	2031	0.050824523	2600654	25222	0.48879245	2600654	10225	0.23588221	2600654	6947	0.19178407	2600654	9175	0.23278645	2600654	4347	0.14047466	2600654	1630	0.058022328	2600654	969	0.038193468	2600654	949	0.030164335	2600654	1199	0.034824703	2600654	27042	0.4842674	2600654	3482	0.089841634	2600654	4001	0.13449155	2600654	8617	0.22950304	2600654	66647	0.8476295	2600654	8926	0.2184166	2600654	501297	0.99363124	2600654	245429	0.9753062	2600654	3489	0.056424268	2600654	869	0.034656666	2600654	28752	0.5756802	2600654	17250	0.36362007	2600654	407617	0.98912734	2600654	91764	0.89933723	2600654	10975	0.11544211	2600654	47062	0.71762526	2600654	1421239	0.99862844	2600654	25216	0.17774683	2600654	13372	0.21746145	2600654
all_samples_bin.273	87157	0.89682823	2287389	26385	0.62101156	2287389	11279	0.41723162	2287389	10825	0.30188525	2287389	224154	0.9727733	2287389	224911	0.96543306	2287389	36813	0.6695254	2287389	14511	0.3727455	2287389	22088	0.5126863	2287389	5876	0.21915424	2287389	19837	0.59958494	2287389	6875	0.21948038	2287389	17677	0.4550625	2287389	67773	0.8344234	2287389	13794	0.35306326	2287389	13566	0.39848664	2287389	14595	0.5049495	2287389	77188	0.88651645	2287389	9010	0.24052708	2287389	5321952	0.99342614	2287389	75028	0.90522337	2287389	562434	0.98269075	2287389	20432	0.644325	2287389	258909	0.9565474	2287389	358592	0.96632403	2287389	75230	0.8673448	2287389	6695870	0.9590612	2287389	1892340	0.9701564	2287389	131524	0.9238494	2287389	2933002	0.9937798	2287389	291334	0.9745745	2287389	41411	0.68968767	2287389
all_samples_bin.274	70	0.009732098	557742	140	0.017275013	557742	132	0.02609271	557742	3762	0.38071367	557742	430	0.043927122	557742	2723	0.29981068	557742	2013	0.2104647	557742	813	0.10167963	557742	14644	0.86559916	557742	485	0.06941202	557742	5998	0.51761746	557742	2002	0.2738094	557742	35781	0.9884803	557742	1814	0.18239616	557742	2828	0.34384358	557742	1974	0.24421686	557742	2929	0.31929997	557742	3960	0.40666652	557742	220	0.023846151	557742	310	0.03685575	557742	210	0.022418968	557742	388	0.051968474	557742	4646	0.4023563	557742	571	0.07568374	557742	1647	0.18460687	557742	171	0.010148061	557742	190	0.012453787	557742	405	0.046211332	557742	5600	0.4944311	557742	187	0.018791843	557742	79	0.0065083858	557742	11828	0.7230691	557742
all_samples_bin.275	6061	0.1472849	1809337	1139	0.04215743	1809337	2450	0.113633886	1809337	2724	0.0978386	1809337	10485	0.29586416	1809337	8164	0.21693306	1809337	2568	0.07499763	1809337	4648	0.034577306	1809337	4333	0.030120425	1809337	5441	0.2371902	1809337	2134	0.015075688	1809337	1320	0.039855484	1809337	724	0.025073826	1809337	13176	0.24088769	1809337	1748	0.02941409	1809337	5433	0.06451479	1809337	6649	0.1199572	1809337	8341	0.13710105	1809337	11067	0.23563549	1809337	26741	0.7114982	1809337	24989	0.5680733	1809337	97289	0.9669553	1809337	541	0.012190101	1809337	79215	0.9489189	1809337	4197	0.1395677	1809337	38400	0.7751237	1809337	2035	0.015335452	1809337	37145	0.7785957	1809337	1794	0.051293373	1809337	19171	0.5706604	1809337	7446	0.27152267	1809337	5990	0.19832237	1809337
all_samples_bin.276	486	0.0012201305	4037273	1165	0.03332621	4037273	74	0.0014388425	4037273	278	0.0013608196	4037273	548824	0.9967726	4037273	413	0.0010764692	4037273	157	0.0009318171	4037273	363	0.0011116414	4037273	284	0.0019978832	4037273	16111	0.32105657	4037273	2091	0.038192365	4037273	17	0.00043147936	4037273	68	0.00044188244	4037273	1496	0.038153972	4037273	114	0.0016028145	4037273	562	0.011801531	4037273	2001	0.012659536	4037273	928	0.0012055167	4037273	1097	0.01682398	4037273	1475	0.041810896	4037273	2956	0.042985205	4037273	341	0.0035719655	4037273	705	0.01799903	4037273	548	0.005957239	4037273	390	0.00926566	4037273	1050	0.02699446	4037273	188122	0.94335955	4037273	1058	0.022360886	4037273	2589	0.0014648502	4037273	537	0.0023523304	4037273	96	0.00072078354	4037273	348	0.0059946403	4037273
all_samples_bin.277	39916	0.75578487	2167507	3089	0.11397933	2167507	14954	0.48845378	2167507	2322	0.052554846	2167507	6272	0.078892015	2167507	5455	0.035797346	2167507	1502	0.025796456	2167507	55121	0.8296979	2167507	8955	0.05414146	2167507	365521	0.97883606	2167507	14998	0.39512905	2167507	4025	0.12374724	2167507	2072	0.07338292	2167507	127121	0.93709683	2167507	39445	0.7579385	2167507	39427	0.72047657	2167507	35496	0.5842519	2167507	23500	0.43146574	2167507	12244	0.042302053	2167507	19459	0.3867637	2167507	384303	0.97347647	2167507	20571	0.03212077	2167507	1705	0.052855194	2167507	32571	0.201496	2167507	23334	0.58208346	2167507	55708	0.4222141	2167507	12169	0.22153424	2167507	30166	0.073111184	2167507	61406	0.88878465	2167507	15831	0.022154024	2167507	6537	0.029317552	2167507	25252	0.04829742	2167507
all_samples_bin.278	8919	0.3105325	1802977	3912	0.15076509	1802977	1910	0.103499934	1802977	8275	0.28616115	1802977	52521	0.8484695	1802977	47026	0.78532726	1802977	10090	0.27988932	1802977	5290	0.18898022	1802977	1063	0.04870445	1802977	1466	0.07289943	1802977	376	0.019033521	1802977	912	0.039414257	1802977	4236	0.1664891	1802977	42070	0.68914634	1802977	14382	0.4165899	1802977	3318	0.11749457	1802977	3075	0.107981965	1802977	16985	0.47117186	1802977	14647	0.41428372	1802977	126014	0.96520144	1802977	64424	0.901742	1802977	13047	0.40915886	1802977	650	0.02658714	1802977	29664	0.65367335	1802977	11078	0.30757186	1802977	80995	0.89139515	1802977	1186	0.02693878	1802977	4224	0.11363872	1802977	35965	0.66803515	1802977	252301	0.9833359	1802977	87599	0.9540665	1802977	17561	0.45794928	1802977
