acc,bioproject,organism,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,smf,bioproject_right,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,id,run_id,collection_year,collection_month,latitude,longitude,depth,temperature,host_or_not_prediction,host_or_not_recorded,host_or_not_mature,tropical,Fungi to Bacteria Ratio
SRR10028504,PRJNA562410,soil metagenome,2940471006,5217000000.0,56.36%,5286810,,56.36,PRJNA562410,5.218,WGS,RANDOM,Illumina HiSeq 4000,SoilSampleBR1,soil metagenome,109853,109853,2012,10,-2.09240667,102.8030459,,,ecological,ecological,ecological,true,0.09208410721710594
SRR10083318,PRJNA563508,soil metagenome,21356272439,21640000000.0,98.69%,3910925,,98.69,PRJNA563508,21.64,WGS,RANDOM,HiSeq X Ten,GGL-S17,soil metagenome,109855,109855,2017,9,35.38,100.38,,,ecological,ecological,ecological,false,0.0015785889957737097
SRR5512136,PRJNA385547,soil metagenome,9629953123,12421000000.0,77.53%,3863153,,77.53,PRJNA385547,12.421,WGS,RANDOM,Illumina HiSeq 2500,Y04,soil metagenome,109862,109862,2014,6,23.1295,102.74125,,,ecological,ecological,ecological,true,0.03446705782839669
SRR3505674,PRJNA320198,soil metagenome,257866626,520000000.0,49.59%,3920137,,49.59,PRJNA320198,0.52,WGS,RANDOM,Illumina HiSeq 2500,SR_contigs,soil metagenome,109872,109872,2014,12,39.06,-96.36,,,ecological,ecological,ecological,false,0.12089087291858062
SRR5512144,PRJNA385547,soil metagenome,9272104754,12513000000.0,74.10%,4527196,,74.1,PRJNA385547,12.514,WGS,RANDOM,Illumina HiSeq 2500,L20,soil metagenome,109883,109883,2015,7,28.79583,112.34306,,,ecological,ecological,ecological,false,0.041567363610308966
SRR9697544,PRJNA554694,soil metagenome,396141534,524000000.0,75.60%,3192116,,75.6,PRJNA554694,0.524,WGS,RANDOM,NextSeq 500,SHB24E_metagnm,soil metagenome,109888,109888,2018,7,29.85,-92.97,,,ecological,ecological,ecological,false,0.038383003463659096
SRR15377942,PRJNA714922,soil metagenome,21518918900,67495000000.0,31.88%,5260668,,31.88,PRJNA714922,67.496,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_58_Tree_3,soil metagenome,109932,109932,2018,8,44.3101,-85.896583,,,ecological,ecological,ecological,false,0.25411321504489287
ERR753928,PRJEB8420,soil metagenome,7114730976,10995000000.0,64.71%,4340553,,64.71,PRJEB8420,10.996,WGS,RANDOM,Illumina HiSeq 2000,OC-OM3C0-M1,soil metagenome,109948,109948,2011,6,50.88,-120.35,0.2,,ecological,ecological,ecological,false,0.06485615275515429
ERR1700690,PRJEB8420,soil metagenome,10490461004,15194000000.0,69.04%,4587618,,69.04,PRJEB8420,15.194,WGS,RANDOM,Illumina HiSeq 2500,A8-OM2C0-O2,soil metagenome,109949,109949,2011,7,49.08,-89.38,0.0,,ecological,ecological,ecological,false,0.053329939827563316
ERR1877695,PRJEB18701,soil metagenome,292901528,797000000.0,36.75%,5047416,,36.75,PRJEB18701,0.798,WGS,RANDOM,Illumina HiSeq 2500,S203,soil metagenome,110018,110018,,,5.40594,116.10272,,,ecological,ecological,ecological,true,0.20467938849356376
ERR1877870,PRJEB18701,soil metagenome,366878358,541000000.0,67.81%,4422352,,67.81,PRJEB18701,0.541,WGS,RANDOM,Illumina HiSeq 2500,G3484,soil metagenome,110020,110020,,,36.77594,12.01178,,,ecological,ecological,ecological,false,0.056454446876056795
ERR1877723,PRJEB18701,soil metagenome,5346240461,10600000000.0,50.44%,5243777,,50.44,PRJEB18701,10.601,WGS,RANDOM,Illumina HiSeq 2500,S120,soil metagenome,110021,110021,,,-24.755,46.85,,,ecological,ecological,ecological,true,0.11684957689172672
ERR1877876,PRJEB18701,soil metagenome,417199016,633000000.0,65.91%,4541683,,65.91,PRJEB18701,0.633,WGS,RANDOM,Illumina HiSeq 2500,G3487,soil metagenome,110022,110022,,,36.81852,12.01496,,,ecological,ecological,ecological,false,0.06151012561749381
ERR671931,PRJEB7626,soil metagenome,8735338951,11617000000.0,75.19%,4180888,,75.19,PRJEB7626,11.617,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8159,soil metagenome,110025,110025,2012,10,-25.3504,131.0516,0.3,,ecological,ecological,ecological,true,0.039240777508216154
SRR10011737,PRJNA554847,soil metagenome,389967974,1573000000.0,24.79%,4700108,,24.79,PRJNA554847,1.574,WGS,RANDOM,NextSeq 500,P09_0404_SM,soil metagenome,110258,110258,2017,1,9.17,-79.74,,,ecological,ecological,ecological,true,0.3608028723274457
SRR10011750,PRJNA554847,soil metagenome,240475821,1275000000.0,18.86%,4451607,,18.86,PRJNA554847,1.275,WGS,RANDOM,NextSeq 500,B1_0404_SM,soil metagenome,110259,110259,2017,1,9.15,-79.85,,,ecological,ecological,ecological,true,0.511639704376341
SRR10011778,PRJNA554847,soil metagenome,4678229153,7012000000.0,66.72%,4364956,,66.72,PRJNA554847,7.013,WGS,RANDOM,NextSeq 500,HFR11h_SM,soil metagenome,110260,110260,2011,1,42.53,-72.19,,,ecological,ecological,ecological,false,0.059319598701237
ERR4245147,PRJEB31111,soil metagenome,2867065182,4303000000.0,66.63%,4114440,,66.63,PRJEB31111,4.304,WGS,RANDOM,Illumina HiSeq 1500,RS-CT-Ext_R2,soil metagenome,111353,111353,2015,7,51.82,11.7,,,ecological,ecological,ecological,false,0.059560360501978216
SRR4249917,PRJNA343121,soil metagenome,3423209159,4957000000.0,69.06%,4262229,,69.06,PRJNA343121,4.958,WGS,RANDOM,Illumina HiSeq 2000,mg_LP(a),soil metagenome,111615,111615,2014,12,45.68,-72.0,,,ecological,ecological,ecological,false,0.05328005441557132
ERR1742253,PRJEB8420,soil metagenome,12809652665,16898000000.0,75.81%,4434370,,75.81,PRJEB8420,16.899,WGS,RANDOM,HiSeq X Ten,SL-WGS-OM3-Ae-1,soil metagenome,111624,111624,2007,7,52.32,-121.92,,,ecological,ecological,ecological,false,0.03794724891727541
SRR3974376,PRJNA329998,soil metagenome,6007341327,9041000000.0,66.45%,4914222,,66.45,PRJNA329998,9.041,WGS,RANDOM,Illumina HiSeq 2000,GNYN,soil metagenome,111637,111637,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.06004384063276691
SRR3984569,PRJNA330123,soil metagenome,1593658260,2581000000.0,61.75%,4407606,,61.75,PRJNA330123,2.581,WGS,RANDOM,Illumina HiSeq 2000,HNGP,soil metagenome,111638,111638,2011,9,39.070856,-96.582821,,,ecological,ecological,ecological,false,0.0736657138885398
SRR3954469,PRJNA330069,soil metagenome,41059300412,54442000000.0,75.42%,4618267,,75.42,PRJNA330069,54.442,WGS,RANDOM,Illumina HiSeq 2000,NPZU,soil metagenome,111643,111643,2008,12,38.99297339,-123.0674491,,,ecological,ecological,ecological,false,0.038758438764958617
SRR7012429,PRJNA443243,soil metagenome,6742463859,11690000000.0,57.68%,4365976,,57.68,PRJNA443243,11.691,WGS,RANDOM,Illumina HiSeq 2500,BWTOH,soil metagenome,111652,111652,2016,8,38.9825,-107.0101,,,ecological,ecological,ecological,false,0.08725520268525269
SRR5215213,PRJNA364860,soil metagenome,23564704292,32792000000.0,71.86%,4344709,,71.86,PRJNA364860,32.792,WGS,RANDOM,Illumina HiSeq 2500,BAWYO,soil metagenome,111656,111656,2013,5,38.8712,-122.4276,,,ecological,ecological,ecological,false,0.04657016799544931
SRR7098091,PRJNA441491,soil metagenome,30092059074,45882000000.0,65.59%,5189861,,65.59,PRJNA441491,45.883,WGS,RANDOM,Illumina HiSeq 2500,BYYZG,soil metagenome,111660,111660,2017,5,42.481016,-72.178343,,,ecological,ecological,ecological,false,0.06239042816799645
SRR12917872,PRJNA653699,soil metagenome,10328668374,13981000000.0,73.88%,4673225,,73.88,PRJNA653699,13.982,WGS,RANDOM,Illumina NovaSeq 6000,GTBHS,soil metagenome,111672,111672,2017,10,41.8725,-89.3578,,,ecological,ecological,ecological,false,0.042045276243038464
SRR4027039,PRJNA337680,soil metagenome,9644212107,14130000000.0,68.25%,4040121,,68.25,PRJNA337680,14.13,WGS,RANDOM,Illumina Genome Analyzer IIx,GPCY,soil metagenome,111681,111681,2009,6,43.312222,-89.370833,,,ecological,ecological,ecological,false,0.055323799443836474
SRR11678565,PRJNA621560,soil metagenome,30288315224,36943000000.0,81.99%,4764696,,81.99,PRJNA621560,36.943,WGS,RANDOM,Illumina NovaSeq 6000,GHTHX,soil metagenome,111682,111682,2017,6,38.7384,-120.4045,,,ecological,ecological,ecological,false,0.0261230421262718
SRR11671586,PRJNA621420,soil metagenome,20552591314,24828000000.0,82.78%,4305163,,82.78,PRJNA621420,24.829,WGS,RANDOM,Illumina NovaSeq 6000,GNHAO,soil metagenome,111683,111683,2018,2,57.1866,-2.2146,,,ecological,ecological,ecological,false,0.024738801130540677
SRR7026572,PRJNA443211,soil metagenome,8287686153,18359000000.0,45.14%,4543140,,45.14,PRJNA443211,18.36,WGS,RANDOM,Illumina HiSeq 2500,BWTTB,soil metagenome,111686,111686,2016,8,38.9767,-107.0044,,,ecological,ecological,ecological,false,0.14453238621305217
SRR8552913,PRJNA518568,soil metagenome,24292156209,30780000000.0,78.92%,4082112,,78.92,PRJNA518568,30.78,WGS,RANDOM,Illumina NovaSeq 6000,CTZCP,soil metagenome,111689,111689,2017,5,38.9206,-106.9489,,,ecological,ecological,ecological,false,0.03176540920451368
SRR6266480,PRJNA405446,soil metagenome,19490045906,29383000000.0,66.33%,4083361,,66.33,PRJNA405446,29.383,WGS,RANDOM,Illumina HiSeq 2500,BGWYH,soil metagenome,111705,111705,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.06036761852225332
SRR8554643,PRJNA518254,soil metagenome,40251017946,73169000000.0,55.01%,3016628,,55.01,PRJNA518254,73.17,WGS,RANDOM,Illumina NovaSeq 6000,CWAHZ,soil metagenome,111707,111707,2017,8,63.0472,21.7116,,,ecological,ecological,ecological,false,0.09726246512016416
SRR6435953,PRJNA406157,soil metagenome,2230198209,3099000000.0,71.97%,4495733,,71.97,PRJNA406157,3.099,WGS,RANDOM,Illumina HiSeq 2500,BGYHG,soil metagenome,111713,111713,2010,6,35.9076,-79.0506,,,ecological,ecological,ecological,false,0.046317223697333536
SRR12844126,PRJNA669350,soil metagenome,4552594603,13711000000.0,33.20%,3772639,,33.2,PRJNA669350,13.711,WGS,RANDOM,Illumina HiSeq 4000,S132,soil metagenome,111771,111771,2015,10,31.33,120.42,,,ecological,ecological,ecological,false,0.23928159951085745
SRR12844124,PRJNA669350,soil metagenome,2778921228,14814000000.0,18.76%,3792351,,18.76,PRJNA669350,14.814,WGS,RANDOM,Illumina HiSeq 4000,S134,soil metagenome,111772,111772,2015,10,31.33,120.42,,,ecological,ecological,ecological,false,0.5150009202193964
SRR12687299,PRJNA664310,soil metagenome,8860038915,9779000000.0,90.60%,4235868,,90.6,PRJNA664310,9.779,WGS,RANDOM,Illumina HiSeq 1500,CD4,soil metagenome,111780,111780,2019,6,44.39,83.33,,,ecological,ecological,ecological,false,0.012338733390065646
SRR12687315,PRJNA664310,soil metagenome,9097452173,10393000000.0,87.53%,4117743,,87.53,PRJNA664310,10.393,WGS,RANDOM,Illumina HiSeq 1500,CP5,soil metagenome,111781,111781,2019,6,44.39,83.33,,,ecological,ecological,ecological,false,0.016942615281927816
SRR14555697,PRJNA730191,soil metagenome,8359551729,10499000000.0,79.62%,3936797,,79.62,PRJNA730191,10.5,WGS,RANDOM,Illumina HiSeq 2000,XZH18,soil metagenome,111970,111970,2020,4,45.683333,126.633333,,,ecological,ecological,ecological,false,0.030440580544757942
SRR12102607,PRJNA642232,soil metagenome,6533101866,9494000000.0,68.81%,4631336,,68.81,PRJNA642232,9.494,WGS,RANDOM,NextSeq 500,NS170-63,soil metagenome,112163,112163,2017,5,31.642372,34.935008,,,ecological,ecological,ecological,false,0.05390570636367629
SRR9179563,PRJNA544697,soil metagenome,2958451308,14759000000.0,20.05%,1201348,,20.05,PRJNA544697,14.759,WGS,RANDOM,Illumina HiSeq 2500,ZOFE16-VIR-MAN,soil metagenome,112164,112164,2016,9,47.426944,8.518333,,,ecological,ecological,ecological,false,0.4742147033954406
SRR15421306,PRJNA753945,soil metagenome,1357913716,1849000000.0,73.44%,3944671,,73.44,PRJNA753945,1.849,WGS,RANDOM,Illumina NovaSeq 6000,11km_4_5-10cm,soil metagenome,112165,112165,2018,4,71.188863,-156.57256,0.075,,ecological,ecological,ecological,false,0.04300969144143863
SRR16123976,PRJNA767554,soil metagenome,9870641616,12911000000.0,76.45%,4597090,,76.45,PRJNA767554,12.911,WGS,RANDOM,Illumina NovaSeq 6000,RR682Oct_Bulk_organic,soil metagenome,112166,112166,2018,10,38.541886,-121.871718,,,ecological,ecological,ecological,false,0.03663400042169924
SRR13435494,PRJNA692092,soil metagenome,785131231,1231000000.0,63.78%,3303451,,63.78,PRJNA692092,1.231,WGS,RANDOM,Illumina MiSeq,soil A metagenome,soil metagenome,112167,112167,2016,10,28.53861111,121.37805556,,,ecological,ecological,ecological,false,0.06753592545346845
ERR4837140,PRJEB41174,soil metagenome,7330683279,8671000000.0,84.54%,4122994,,84.54,PRJEB41174,8.671,WGS,RANDOM,NextSeq 500,SW13,soil metagenome,112524,112524,2014,1,67.903826,18.609718,,,ecological,ecological,ecological,false,0.02174794221778884
ERR4837116,PRJEB41174,soil metagenome,4664805014,5826000000.0,80.07%,4171597,,80.07,PRJEB41174,5.827,WGS,RANDOM,Illumina MiSeq,SV12,soil metagenome,112525,112525,2013,1,78.90166702,12.06224397,,,ecological,ecological,ecological,false,0.029601137110931038
SRR3592090,PRJNA322576,soil metagenome,4195160872,5664000000.0,74.07%,4219465,,74.07,PRJNA322576,5.665,WGS,RANDOM,NextSeq 500,,soil metagenome,112619,112619,2016,4,-25.025508,152.379908,,,ecological,ecological,ecological,true,0.04163236634477279
SRR12915200,PRJNA671703,soil metagenome,733159366,1845000000.0,39.74%,3975487,,39.74,PRJNA671703,1.845,WGS,RANDOM,NextSeq 500,SoilDepth6in_011,soil metagenome,112740,112740,2016,9,44.677,-90.177,,,ecological,ecological,ecological,false,0.18033174654438197
SRR12915139,PRJNA671703,soil metagenome,661178579,2203000000.0,30.01%,3958679,,30.01,PRJNA671703,2.204,WGS,RANDOM,NextSeq 500,SoilDepth12in_037,soil metagenome,112741,112741,2016,4,44.677,-90.177,,,ecological,ecological,ecological,false,0.2773581439780528
SRR12915133,PRJNA671703,soil metagenome,691807606,2171000000.0,31.87%,3864199,,31.87,PRJNA671703,2.171,WGS,RANDOM,NextSeq 500,SoilDepth12in_012,soil metagenome,112742,112742,2016,4,44.677,-90.177,,,ecological,ecological,ecological,false,0.25423026481044847
ERR2603142,PRJEB24121,soil metagenome,863710963,1290000000.0,66.95%,4159656,,66.95,PRJEB24121,1.29,WGS,RANDOM,Illumina HiSeq 4000,FO112,soil metagenome,112821,112821,2015,1,58.4709,26.7251,,,ecological,ecological,ecological,false,0.058707259389946795
ERR2603281,PRJEB24121,soil metagenome,958406711,1492000000.0,64.24%,4437068,,64.24,PRJEB24121,1.493,WGS,RANDOM,Illumina HiSeq 4000,FO260,soil metagenome,112822,112822,2015,1,59.255354,24.144833,,,ecological,ecological,ecological,false,0.0662007488643062
ERR2603319,PRJEB24121,soil metagenome,1071480156,1650000000.0,64.94%,4217762,,64.94,PRJEB24121,1.65,WGS,RANDOM,Illumina HiSeq 4000,FO302,soil metagenome,112823,112823,2015,1,58.156667,26.282222,,,ecological,ecological,ecological,false,0.06420525154906742
SRR8100030,PRJNA497915,soil metagenome,2980216686,3645000000.0,81.76%,4508103,,81.76,PRJNA497915,3.646,WGS,RANDOM,NextSeq 500,NBC2.2,soil metagenome,113066,113066,2015,11,21.5416,-158.0875,,,ecological,ecological,ecological,true,0.02653107672605941
SRR10360631,PRJNA577476,soil metagenome,14578804046,23248000000.0,62.71%,4169816,,62.71,PRJNA577476,23.248,WGS,RANDOM,Illumina HiSeq 2500,Sage1_L_100_16,soil metagenome,113074,113074,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.07071743614013272
SRR15377931,PRJNA714922,soil metagenome,19430934447,50330000000.0,38.61%,5361308,,38.61,PRJNA714922,50.33,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_7_Tree_3,soil metagenome,113158,113158,2018,8,44.192783,-85.677217,,,ecological,ecological,ecological,false,0.18909008458601645
SRR15377921,PRJNA714922,soil metagenome,18386907898,50866000000.0,36.15%,5358178,,36.15,PRJNA714922,50.866,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_20_Tree_4,soil metagenome,113159,113159,2018,8,44.194817,-86.091533,,,ecological,ecological,ecological,false,0.21005040552716392
ERR753925,PRJEB8420,soil metagenome,7063861285,10899000000.0,64.81%,4520148,,64.81,PRJEB8420,10.9,WGS,RANDOM,Illumina HiSeq 2000,OC-OM2C0-O1,soil metagenome,113174,113174,2011,6,50.88,-120.35,0.0,,ecological,ecological,ecological,false,0.06457258457040499
ERR1700686,PRJEB8420,soil metagenome,11080635796,16366000000.0,67.71%,4794923,,67.71,PRJEB8420,16.367,WGS,RANDOM,Illumina HiSeq 2500,A8-OM2C0-M1,soil metagenome,113175,113175,2011,7,49.08,-89.38,0.2,,ecological,ecological,ecological,false,0.05671346154841969
ERR1877842,PRJEB18701,soil metagenome,395621095,587000000.0,67.40%,4576300,,67.4,PRJEB18701,0.588,WGS,RANDOM,Illumina HiSeq 2500,S005,soil metagenome,113263,113263,,,-24.95273,47.00282,,,ecological,ecological,ecological,true,0.05752129141922192
ERR1877779,PRJEB18701,soil metagenome,825682567,1893000000.0,43.62%,5264154,,43.62,PRJEB18701,1.894,WGS,RANDOM,Illumina HiSeq 2500,G2679,soil metagenome,113264,113264,,,-6.01602,145.40921,,,ecological,ecological,ecological,true,0.15371290653562725
ERR1877929,PRJEB18701,soil metagenome,350027615,544000000.0,64.34%,4506020,,64.34,PRJEB18701,0.544,WGS,RANDOM,Illumina HiSeq 2500,G3050,soil metagenome,113265,113265,,,29.45644,79.22805,,,ecological,ecological,ecological,false,0.06591301940107154
ERR1877746,PRJEB18701,soil metagenome,342300680,544000000.0,62.92%,5019808,,62.92,PRJEB18701,0.545,WGS,RANDOM,Illumina HiSeq 2500,S243,soil metagenome,113266,113266,,,67.85596,19.47575,,,ecological,ecological,ecological,false,0.07008449298972895
ERR671929,PRJEB7626,soil metagenome,11934644551,15076000000.0,79.16%,4512511,,79.16,PRJEB7626,15.076,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8160,soil metagenome,113268,113268,2012,11,-25.351,131.041,0.1,,ecological,ecological,ecological,true,0.031308542715422154
ERR671937,PRJEB7626,soil metagenome,10553895929,13703000000.0,77.02%,4097041,,77.02,PRJEB7626,13.703,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8155,soil metagenome,113269,113269,2012,10,-25.351,131.0423,0.3,,ecological,ecological,ecological,true,0.035482763323861674
ERR671914,PRJEB7626,soil metagenome,9245376245,11655000000.0,79.33%,4006177,,79.33,PRJEB7626,11.656,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8269,soil metagenome,113270,113270,2012,11,-35.12282,141.99678,0.2,,ecological,ecological,ecological,true,0.030986601480273206
SRR10585525,PRJNA593573,soil metagenome,3379628221,4615000000.0,73.23%,4374131,,73.23,PRJNA593573,4.615,WGS,RANDOM,Illumina HiSeq 2500,BY1RZSR1D,soil metagenome,113501,113501,2018,10,1.42,103.7,,,ecological,ecological,ecological,true,0.04347406610532881
SRR10011708,PRJNA554847,soil metagenome,143534715,580000000.0,24.75%,3853281,,24.75,PRJNA554847,0.58,WGS,RANDOM,NextSeq 500,P23_0202_SM,soil metagenome,113525,113525,2017,1,9.12,-79.67,,,ecological,ecological,ecological,true,0.361578189111459
ERR2709739,PRJEB27870,soil metagenome,2110762697,2878000000.0,73.34%,4480784,,73.34,PRJEB27870,2.879,WGS,RANDOM,unspecified,15A_2,soil metagenome,113912,113912,2017,3,34.1843333333333,118.191166666667,,,ecological,ecological,ecological,false,0.04323049056773024
SRR11719865,PRJNA630822,soil metagenome,4415260469,6223000000.0,70.95%,3768509,,70.95,PRJNA630822,6.224,WGS,RANDOM,NextSeq 500,NS321-06,soil metagenome,114693,114693,2015,1,-77.0138,161.428,,,ecological,ecological,ecological,true,0.04869279020484224
SRR4022091,PRJNA336390,soil metagenome,3163229582,5256000000.0,60.18%,5170196,,60.18,PRJNA336390,5.257,WGS,RANDOM,Illumina HiSeq 2000,PZHG,soil metagenome,114851,114851,,,42.532967,-72.209488,,,ecological,ecological,ecological,false,0.07869008177855202
SRR7471158,PRJNA464557,soil metagenome,2014905427,2924000000.0,68.91%,4873867,,68.91,PRJNA464557,2.925,WGS,RANDOM,Illumina HiSeq 2000,HBPN,soil metagenome,114859,114859,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.053654900828711105
SRR7970745,PRJNA469316,soil metagenome,4441319750,7656000000.0,58.01%,4775253,,58.01,PRJNA469316,7.656,WGS,RANDOM,Illumina HiSeq 2500,CNWPT,soil metagenome,114868,114868,2017,7,44.23,-122.22,,,ecological,ecological,ecological,false,0.08608231413407509
SRR7026573,PRJNA443211,soil metagenome,7218586168,17940000000.0,40.24%,4494565,,40.24,PRJNA443211,17.941,WGS,RANDOM,Illumina HiSeq 2500,BWTTB,soil metagenome,114871,114871,2016,8,38.9767,-107.0044,,,ecological,ecological,ecological,false,0.1766133552133031
SRR6958704,PRJNA444395,soil metagenome,28324023523,31049000000.0,91.22%,4073389,,91.22,PRJNA444395,31.049,WGS,RANDOM,Illumina HiSeq 2500,BNGHT,soil metagenome,114882,114882,2016,4,37.83,-122.29,,,ecological,ecological,ecological,false,0.011446570102124775
SRR6266576,PRJNA406078,soil metagenome,18585742168,28647000000.0,64.88%,4304936,,64.88,PRJNA406078,28.647,WGS,RANDOM,Illumina HiSeq 2500,BGYZT,soil metagenome,114887,114887,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.06437460694918756
SRR4027585,PRJNA336855,soil metagenome,3073548188,4823000000.0,63.73%,4213399,,63.73,PRJNA336855,4.824,WGS,RANDOM,Illumina Genome Analyzer II,GPIC,soil metagenome,114894,114894,2009,6,39.0042816,-77.1012173,,,ecological,ecological,ecological,false,0.06768221473107267
