Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	WGS project accession
GCA_011036065.1	ASM1103606v1	Fusarium oxysporum		EthFoc-48						53131083	Scaffold	2020-02-27	WEXX01
GCA_009297825.1	ASM929782v1	Fusarium oxysporum		RBG6419						49053628	Contig	2019-10-25	WGPA01
GCA_009297695.1	ASM929769v1	Fusarium oxysporum		RBG6431						48186732	Contig	2019-10-25	WGPH01
GCA_009297945.1	ASM929794v1	Fusarium oxysporum		RBG6450						48610181	Contig	2019-10-25	WGPM01
GCA_011037795.1	ASM1103779v1	Fusarium oxysporum		EthFoc-56						52050715	Scaffold	2020-02-27	WEYB01
GCA_009297785.1	ASM929778v1	Fusarium oxysporum		RBG6420						48414403	Contig	2019-10-25	WGPB01
GCA_011033765.1	ASM1103376v1	Fusarium oxysporum		EtdFoc-19						59206822	Scaffold	2020-02-27	WETA01
GCA_009297555.1	ASM929755v1	Fusarium oxysporum		RBG6397						51847577	Contig	2019-10-25	WGOT01
GCA_009298855.1	ASM929885v1	Fusarium oxysporum		VPRI16235						55365146	Contig	2019-10-25	WGQN01
GCA_009298805.1	ASM929880v1	Fusarium oxysporum		VPRI32264						54628388	Scaffold	2019-10-25	WGQT01
GCA_009298505.1	ASM929850v1	Fusarium oxysporum		VPRI16234						54506962	Scaffold	2019-10-25	WGQM01
GCA_011034135.1	ASM1103413v1	Fusarium oxysporum		EtdFoc-233						56829826	Scaffold	2020-02-27	WETV01
GCA_011035065.1	ASM1103506v1	Fusarium oxysporum		EthFoc-106						51827087	Scaffold	2020-02-27	WEVT01
GCA_009297735.1	ASM929773v1	Fusarium oxysporum		RBG6422						49487158	Contig	2019-10-25	WGPD01
GCA_011034265.1	ASM1103426v1	Fusarium oxysporum		EtdFoc-221						53616532	Scaffold	2020-02-27	WETP01
GCA_003709395.1	ASM370939v1	Fusarium oxysporum		MOD1-FUNGI10						46207175	Contig	2018-11-01	RBJF01
GCA_009297465.1	ASM929746v1	Fusarium oxysporum		RBG6400						49751723	Contig	2019-10-25	WGOV01
GCA_009298045.1	ASM929804v1	Fusarium oxysporum		RBG6466						49319817	Contig	2019-10-25	WGPQ01
GCA_003704975.1	ASM370497v1	Fusarium oxysporum		MOD1-FUNGI9						47405159	Contig	2018-10-31	RBCG01
GCA_009298555.1	ASM929855v1	Fusarium oxysporum		VPRI11409						53414992	Scaffold	2019-10-25	WGQH01
GCA_009297425.1	ASM929742v1	Fusarium oxysporum		RBG6416						50413489	Contig	2019-10-25	WGOX01
GCA_019843925.1	ASM1984392v1	Fusarium oxysporum		NRRL 43631						58025491	Scaffold	2021-09-01	JACDIY01
GCA_009298475.1	ASM929847v1	Fusarium oxysporum		RBG6505						54514335	Contig	2019-10-25	WGPX01
GCA_011034515.1	ASM1103451v1	Fusarium oxysporum		EtdFoc-256						53712057	Scaffold	2020-02-27	WEUH01
GCA_009298125.1	ASM929812v1	Fusarium oxysporum		RBG6442						52298848	Contig	2019-10-25	WGPJ01
GCA_011035235.1	ASM1103523v1	Fusarium oxysporum		EthFoc-135						51909731	Scaffold	2020-02-27	WEWM01
GCA_011034445.1	ASM1103444v1	Fusarium oxysporum		EtdFoc-245						53843651	Scaffold	2020-02-27	WEUB01
GCA_011034645.1	ASM1103464v1	Fusarium oxysporum		EtdFoc-5						52200403	Scaffold	2020-02-27	WEUV01
GCA_009297385.1	ASM929738v1	Fusarium oxysporum		RBG5714						55704661	Contig	2019-10-25	WGOG01
GCA_009298235.1	ASM929823v1	Fusarium oxysporum		RBG6454						53027132	Contig	2019-10-25	WGPN01
GCA_009299045.1	ASM929904v1	Fusarium oxysporum		VPRI42180						52407697	Scaffold	2019-10-25	WGRK01
GCA_009298075.1	ASM929807v1	Fusarium oxysporum		RBG6499						52343931	Contig	2019-10-25	WGPV01
GCA_009297515.1	ASM929751v1	Fusarium oxysporum		RBG5831						51901877	Contig	2019-10-25	WGOI01
GCA_011034395.1	ASM1103439v1	Fusarium oxysporum		EtdFoc-248						50545352	Scaffold	2020-02-27	WEUD01
GCA_011034195.1	ASM1103419v1	Fusarium oxysporum		EtdFoc-229						52558998	Scaffold	2020-02-27	WETT01
GCA_009297625.1	ASM929762v1	Fusarium oxysporum		RBG6309						48709879	Contig	2019-10-25	WGOO01
GCA_011421375.1	ASM1142137v1	Fusarium oxysporum		EtdFoc-189						58631107	Scaffold	2020-03-18	WILC01
GCA_009298175.1	ASM929817v1	Fusarium oxysporum		RBG6494						50599981	Contig	2019-10-25	WGPU01
GCA_011035625.1	ASM1103562v1	Fusarium oxysporum		EthFoc-148						54955746	Contig	2020-02-27	WEWS01
GCA_009298205.1	ASM929820v1	Fusarium oxysporum		RBG7064						51166711	Contig	2019-10-25	WGPY01
GCA_011034785.1	ASM1103478v1	Fusarium oxysporum		EtdFoc-72						53923682	Scaffold	2020-02-27	WEVF01
GCA_009297635.1	ASM929763v1	Fusarium oxysporum		RBG6301						52422381	Contig	2019-10-25	WGON01
GCA_011033955.1	ASM1103395v1	Fusarium oxysporum		EtdFoc-204						60506034	Scaffold	2020-02-27	WETH01
GCA_011035075.1	ASM1103507v1	Fusarium oxysporum		EthFoc-102						53366981	Scaffold	2020-02-27	WEVS01
GCA_011036075.1	ASM1103607v1	Fusarium oxysporum		EthFoc-43						53175428	Scaffold	2020-02-27	WEXU01
GCA_011034845.1	ASM1103484v1	Fusarium oxysporum		EtdFoc-61						52470836	Scaffold	2020-02-27	WEVA01
GCA_011034075.1	ASM1103407v1	Fusarium oxysporum		EtdFoc-243						57855706	Scaffold	2020-02-27	WEUA01
GCA_009297935.1	ASM929793v1	Fusarium oxysporum		RBG6433						53684448	Contig	2019-10-25	WGPI01
GCA_009298685.1	ASM929868v1	Fusarium oxysporum		VPRI32442						54914920	Contig	2019-10-25	WGQY01
GCA_011036925.1	ASM1103692v1	Fusarium oxysporum		EthFoc-30						58152970	Scaffold	2020-02-27	WEXL01
GCA_019054795.1	ASM1905479v1	Fusarium oxysporum		S18/40						41630187	Contig	2021-06-29	JAHKNU01
GCA_011032885.1	ASM1103288v1	Fusarium oxysporum		EtdFoc-1						58996620	Scaffold	2020-02-27	WESF01
GCA_011035855.1	ASM1103585v1	Fusarium oxysporum		EthFoc-27						54416715	Scaffold	2020-02-27	WEXH01
GCA_009298675.1	ASM929867v1	Fusarium oxysporum		VPRI41920						49937996	Contig	2019-10-25	WGRE01
GCA_009298915.1	ASM929891v1	Fusarium oxysporum		VPRI42882						51123241	Contig	2019-10-25	WGRU01
GCA_009298145.1	ASM929814v1	Fusarium oxysporum		RBG6406						63062610	Contig	2019-10-25	WGOW01
GCA_009299075.1	ASM929907v1	Fusarium oxysporum		VPRI42176						48027595	Contig	2019-10-25	WGRJ01
GCA_009297885.1	ASM929788v1	Fusarium oxysporum		RBG6417						51843622	Contig	2019-10-25	WGOY01
GCA_009299255.1	ASM929925v1	Fusarium oxysporum		VPRI43194						50305615	Contig	2019-10-25	WGRY01
GCA_009297985.1	ASM929798v1	Fusarium oxysporum		RBG6429						49503503	Contig	2019-10-25	WGPG01
GCA_011034815.1	ASM1103481v1	Fusarium oxysporum		EtdFoc-7						52768052	Scaffold	2020-02-27	WEVE01
GCA_009298955.1	ASM929895v1	Fusarium oxysporum		VPRI42252						51706835	Contig	2019-10-25	WGRO01
GCA_009297915.1	ASM929791v1	Fusarium oxysporum		RBG6462						50332475	Contig	2019-10-25	WGPO01
GCA_011421285.1	ASM1142128v1	Fusarium oxysporum		EtdFoc-85						59501895	Scaffold	2020-03-18	WIKU01
GCA_009297995.1	ASM929799v1	Fusarium oxysporum		RBG6423						60702881	Contig	2019-10-25	WGPE01
GCA_009298245.1	ASM929824v1	Fusarium oxysporum		RBG6503						52046444	Contig	2019-10-25	WGPW01
GCA_009297835.1	ASM929783v1	Fusarium oxysporum		RBG6418						52809782	Contig	2019-10-25	WGOZ01
GCA_011036765.1	ASM1103676v1	Fusarium oxysporum		EtdFoc-47						52071680	Scaffold	2020-02-27	WEUS01
GCA_009297575.1	ASM929757v1	Fusarium oxysporum		RBG6396						49217605	Contig	2019-10-25	WGOS01
GCA_009298875.1	ASM929887v1	Fusarium oxysporum		VPRI11681						50154860	Contig	2019-10-25	WGQI01
GCA_009298035.1	ASM929803v1	Fusarium oxysporum		RBG6464						56212828	Contig	2019-10-25	WGPP01
GCA_009297755.1	ASM929775v1	Fusarium oxysporum		RBG6421						50406897	Contig	2019-10-25	WGPC01
GCA_009298085.1	ASM929808v1	Fusarium oxysporum		RBG6477						49379602	Contig	2019-10-25	WGPS01
GCA_009297655.1	ASM929765v1	Fusarium oxysporum		RBG5836						52952153	Contig	2019-10-25	WGOK01
GCA_011421305.1	ASM1142130v1	Fusarium oxysporum		EtdFoc-220						57973890	Scaffold	2020-03-18	WIKW01
GCA_009299095.1	ASM929909v1	Fusarium oxysporum		VPRI42119						55508457	Contig	2019-10-25	WGRI01
GCA_011035505.1	ASM1103550v1	Fusarium oxysporum		EthFoc-116						59968115	Scaffold	2020-02-27	WEVX01
GCA_011033745.1	ASM1103374v1	Fusarium oxysporum		EtdFoc-190						62653376	Scaffold	2020-02-27	WETB01
GCA_009299235.1	ASM929923v1	Fusarium oxysporum		VPRI42327						55451260	Contig	2019-10-25	WGRQ01
GCA_011034615.1	ASM1103461v1	Fusarium oxysporum		EtdFoc-49						52393367	Scaffold	2020-02-27	WEUU01
GCA_011033805.1	ASM1103380v1	Fusarium oxysporum		EtdFoc-185						59054286	Scaffold	2020-02-27	WESY01
GCA_011033555.1	ASM1103355v1	Fusarium oxysporum		EtdFoc-16						58314218	Scaffold	2020-02-27	WESP01
GCA_009298195.1	ASM929819v1	Fusarium oxysporum		RBG6480						55785484	Contig	2019-10-25	WGPT01
GCA_009298435.1	ASM929843v1	Fusarium oxysporum		RBG7070						54116664	Contig	2019-10-25	WGPZ01
GCA_009297855.1	ASM929785v1	Fusarium oxysporum		RBG6324						51691497	Contig	2019-10-25	WGOQ01
GCA_009298065.1	ASM929806v1	Fusarium oxysporum		RBG6475						59106953	Contig	2019-10-25	WGPR01
GCA_011421335.1	ASM1142133v1	Fusarium oxysporum		EtdFoc-206						60568093	Scaffold	2020-03-18	WIKY01
GCA_009297675.1	ASM929767v1	Fusarium oxysporum		RBG5833						57216458	Contig	2019-10-25	WGOJ01
GCA_011033485.1	ASM1103348v1	Fusarium oxysporum		EtdFoc-109						53408067	Scaffold	2020-02-27	WESI01
GCA_013363075.1	ASM1336307v1	Fusarium oxysporum		NRRL 39464					Annotation submitted by US Department of Agriculture, Agriculture Research Service	46979197	Scaffold	2020-06-19	JAAFOW01
GCA_011035355.1	ASM1103535v1	Fusarium oxysporum		EthFoc-122						57430924	Scaffold	2020-02-27	WEWC01
GCA_025215895.1	ASM2521589v1	Fusarium oxysporum		VPRI43895		Australia				52704019	Contig	2022-09-14	JAMSCY01
GCA_011035015.1	ASM1103501v1	Fusarium oxysporum		EtdFoc-86						53721909	Scaffold	2020-02-27	WEVJ01
GCA_011033715.1	ASM1103371v1	Fusarium oxysporum		EtdFoc-193						60793687	Scaffold	2020-02-27	WETC01
GCA_011033455.1	ASM1103345v1	Fusarium oxysporum		EtdFoc-136						54335896	Scaffold	2020-02-27	WESL01
GCA_011034415.1	ASM1103441v1	Fusarium oxysporum		EtdFoc-247						62308646	Scaffold	2020-02-27	WEUC01
GCA_011034025.1	ASM1103402v1	Fusarium oxysporum		EtdFoc-198						63494387	Scaffold	2020-02-27	WETE01
GCA_011036575.1	ASM1103657v1	Fusarium oxysporum		EthFoc-DSP12						52871178	Scaffold	2020-02-27	WEYV01
GCA_011036425.1	ASM1103642v1	Fusarium oxysporum		EthFoc-88						52629318	Scaffold	2020-02-27	WEYO01
GCA_011034875.1	ASM1103487v1	Fusarium oxysporum		EtdFoc-52						53547926	Scaffold	2020-02-27	WEUW01
GCA_011034375.1	ASM1103437v1	Fusarium oxysporum		EtdFoc-250						62787317	Scaffold	2020-02-27	WEUF01
GCA_011036305.1	ASM1103630v1	Fusarium oxysporum		EthFoc-49						53601383	Scaffold	2020-02-27	WEXY01
GCA_011034275.1	ASM1103427v1	Fusarium oxysporum		EtdFoc-213						52490317	Scaffold	2020-02-27	WETK01
GCA_011035555.1	ASM1103555v1	Fusarium oxysporum		EthFoc-144						58572818	Scaffold	2020-02-27	WEWQ01
GCA_011036365.1	ASM1103636v1	Fusarium oxysporum		EthFoc-93						52410926	Scaffold	2020-02-27	WEYQ01
GCA_011036835.1	ASM1103683v1	Fusarium oxysporum		EtdFoc-94						53109346	Scaffold	2020-02-27	WEVN01
GCA_011033505.1	ASM1103350v1	Fusarium oxysporum		EtdFoc-102						54554461	Scaffold	2020-02-27	WESH01
GCA_011034945.1	ASM1103494v1	Fusarium oxysporum		EtdFoc-92						59293504	Scaffold	2020-02-27	WEVM01
GCA_019055395.1	ASM1905539v1	Fusarium oxysporum		S17/8						45731697	Contig	2021-06-29	JAHKNW01
GCA_011033995.1	ASM1103399v1	Fusarium oxysporum		EtdFoc-2						52751037	Scaffold	2020-02-27	WETF01
GCA_011033575.1	ASM1103357v1	Fusarium oxysporum		EtdFoc-113						61091223	Scaffold	2020-02-27	WESJ01
GCA_011035135.1	ASM1103513v1	Fusarium oxysporum		EthFoc-10						53092179	Scaffold	2020-02-27	WEVP01
GCA_011034655.1	ASM1103465v1	Fusarium oxysporum		EtdFoc-4						52335488	Scaffold	2020-02-27	WEUQ01
GCA_011034545.1	ASM1103454v1	Fusarium oxysporum		EtdFoc-253						50242981	Scaffold	2020-02-27	WEUG01
GCA_011034205.1	ASM1103420v1	Fusarium oxysporum		EtdFoc-228						54462218	Scaffold	2020-02-27	WETS01
GCA_011035975.1	ASM1103597v1	Fusarium oxysporum		EthFoc-29						52989774	Scaffold	2020-02-27	WEXJ01
GCA_011035185.1	ASM1103518v1	Fusarium oxysporum		EtdFoc-99						52160747	Scaffold	2020-02-27	WEVO01
GCA_011035995.1	ASM1103599v1	Fusarium oxysporum		EthFoc-28						51852937	Scaffold	2020-02-27	WEXI01
GCA_011034745.1	ASM1103474v1	Fusarium oxysporum		EtdFoc-34						51933313	Scaffold	2020-02-27	WEUM01
GCA_011035595.1	ASM1103559v1	Fusarium oxysporum		EthFoc-146						49551688	Scaffold	2020-02-27	WEWR01
GCA_011035875.1	ASM1103587v1	Fusarium oxysporum		EthFoc-20						50496538	Scaffold	2020-02-27	WEXB01
GCA_011035765.1	ASM1103576v1	Fusarium oxysporum		EthFoc-18						54035999	Scaffold	2020-02-27	WEWZ01
GCA_011036615.1	ASM1103661v1	Fusarium oxysporum		EthFoc-98						49945523	Scaffold	2020-02-27	WEYS01
GCA_011035785.1	ASM1103578v1	Fusarium oxysporum		EthFoc-167						49824983	Scaffold	2020-02-27	WEWY01
GCA_011033665.1	ASM1103366v1	Fusarium oxysporum		EtdFoc-17						63082028	Scaffold	2020-02-27	WESS01
GCA_011036655.1	ASM1103665v1	Fusarium oxysporum		EthFoc-DSP2						51832454	Scaffold	2020-02-27	WEYW01
GCA_011426355.1	ASM1142635v1	Fusarium oxysporum		EtdFoc-176						55175956	Scaffold	2020-03-18	WILF01
GCA_011034965.1	ASM1103496v1	Fusarium oxysporum		EtdFoc-69						51124328	Scaffold	2020-02-27	WEVD01
GCA_011034455.1	ASM1103445v1	Fusarium oxysporum		EtdFoc-237						50456370	Scaffold	2020-02-27	WETY01
GCA_011033645.1	ASM1103364v1	Fusarium oxysporum		EtdFoc-174						52739343	Scaffold	2020-02-27	WEST01
GCA_011424625.1	ASM1142462v1	Fusarium oxysporum		EtdFoc-20						52093814	Scaffold	2020-03-18	WIKZ01
GCA_011037735.1	ASM1103773v1	Fusarium oxysporum		EthFoc-DSP9						49048211	Scaffold	2020-02-27	WEYX01
GCA_011428085.1	ASM1142808v1	Fusarium oxysporum		EtdFoc-143						52066794	Scaffold	2020-03-18	WILG01
GCA_011426335.1	ASM1142633v1	Fusarium oxysporum		EtdFoc-182						52926027	Scaffold	2020-03-18	WILD01
GCA_011035645.1	ASM1103564v1	Fusarium oxysporum		EthFoc-139						46061793	Scaffold	2020-02-27	WEWP01
GCA_011035695.1	ASM1103569v1	Fusarium oxysporum		EthFoc-158						51058237	Scaffold	2020-02-27	WEWT01
GCA_011035205.1	ASM1103520v1	Fusarium oxysporum		EtdFoc-75						53989766	Scaffold	2020-02-27	WEVG01
GCA_011034045.1	ASM1103404v1	Fusarium oxysporum		EtdFoc-18						45336994	Scaffold	2020-02-27	WESV01
GCA_011034575.1	ASM1103457v1	Fusarium oxysporum		EtdFoc-25						45963372	Scaffold	2020-02-27	WEUE01
GCA_011036325.1	ASM1103632v1	Fusarium oxysporum		EthFoc-45						46255317	Scaffold	2020-02-27	WEXW01
GCA_011033685.1	ASM1103368v1	Fusarium oxysporum		EtdFoc-139						50230158	Scaffold	2020-02-27	WESM01
GCA_011036345.1	ASM1103634v1	Fusarium oxysporum		EthFoc-36a						44968683	Scaffold	2020-02-27	WEXO01
GCA_011035665.1	ASM1103566v1	Fusarium oxysporum		EthFoc-138						40315034	Scaffold	2020-02-27	WEWO01
GCA_011035725.1	ASM1103572v1	Fusarium oxysporum		EthFoc-159						41493791	Contig	2020-02-27	WEWU01
GCA_011036965.1	ASM1103696v1	Fusarium oxysporum		EthFoc-173						40138469	Scaffold	2020-02-27	WEYZ01
GCA_011037005.1	ASM1103700v1	Fusarium oxysporum		EthFoc-168						38875668	Scaffold	2020-02-27	WEZB01
GCA_011035895.1	ASM1103589v1	Fusarium oxysporum		EthFoc-165						40391531	Scaffold	2020-02-27	WEWX01
GCA_011037105.1	ASM1103710v1	Fusarium oxysporum		EthFoc-152						38092127	Scaffold	2020-02-27	WEZC01
GCA_011037075.1	ASM1103707v1	Fusarium oxysporum		EthFoc-142						38438723	Scaffold	2020-02-27	WEZD01
GCA_011036985.1	ASM1103698v1	Fusarium oxysporum		EthFoc-DSP6						38213843	Scaffold	2020-02-27	WEZA01
GCA_011036635.1	ASM1103663v1	Fusarium oxysporum		EthFoc-57						40031627	Scaffold	2020-02-27	WEYC01
GCA_005930515.1	ASM593051v1	Fusarium oxysporum f. sp. cubense		160527					Annotation submitted by RIKEN	51139495	Contig	2019-06-03	SRMI01
GCA_007994515.1	ASM799451v1	Fusarium oxysporum f. sp. cubense		TR4			UK0001		Annotation submitted by University of Exeter	48588396	Contig	2019-08-13	VMNF01
GCA_021237285.1	CIAT_Fusoxy_1.0	Fusarium oxysporum f. sp. cubense		TR4						46361425	Contig	2021-12-20	JAJNCA01
GCA_025216985.1	ASM2521698v1	Fusarium oxysporum f. sp. cubense		VPRI44081		Australia				47190006	Contig	2022-09-14	JAMSEW01
GCA_025216865.1	ASM2521686v1	Fusarium oxysporum f. sp. cubense		VPRI44083		Australia				46282440	Contig	2022-09-14	JAMSEU01
GCA_025216935.1	ASM2521693v1	Fusarium oxysporum f. sp. cubense		VPRI44082		Australia				46282440	Contig	2022-09-14	JAMSEV01
GCA_034509825.1	Foc_UH	Fusarium oxysporum f. sp. cubense					Foc-UH			46938737	Contig	2023-12-21	JAUEPI01
GCA_025216905.1	ASM2521690v1	Fusarium oxysporum f. sp. cubense		VPRI44079		Australia				49541362	Contig	2022-09-14	JAMSEX01
GCA_025216845.1	ASM2521684v1	Fusarium oxysporum f. sp. cubense		VPRI44084		Australia				50208274	Contig	2022-09-14	JAMSET01
GCA_001696625.1	C1HIR_9889	Fusarium oxysporum f. sp. cubense		C1HIR_9889						46703948	Contig	2016-07-29	MBFV01
GCA_001703175.2	UvA_Fol4287	Fusarium oxysporum f. sp. lycopersici 4287		4287						56213053	Contig	2020-12-21	MALW02
GCA_001703185.1	Fol4287_IonProton	Fusarium oxysporum f. sp. lycopersici 4287		4287						51133091	Contig	2016-08-10	MALV01
GCA_036785135.1	ASM3678513v1	Fusarium oxysporum f. sp. conglutinans		Fo5176						70122855	Contig	2024-02-22	JASPKS01
GCA_018894095.1	ASM1889409v1	Fusarium oxysporum f. sp. conglutinans		Cong1-1					Annotation submitted by RIKEN	72150645	Scaffold	2021-06-16	RSAI01
GCA_002711405.2	ASM271140v2	Fusarium oxysporum f. sp. conglutinans		FGL03-6						61662789	Scaffold	2018-03-09	NRIA02
GCA_002711385.1	ASM271138v1	Fusarium oxysporum f. sp. conglutinans		58385						55855453	Scaffold	2017-10-25	NRHZ01
GCA_025267625.1	ASM2526762v1	Fusarium oxysporum f. sp. conglutinans		VPRI44253		Australia				56122683	Contig	2022-09-19	JAMSGH01
GCA_001519035.1	ASM151903v1	Fusarium oxysporum f. sp. conglutinans		1						52542764	Scaffold	2016-01-20	LPZQ01
GCA_000271705.2	FO_Fo47_V1	Fusarium oxysporum Fo47		Fo47					Annotation submitted by Broad Institute	49664628	Scaffold	2014-02-06	AFMM01
GCA_019593445.1	ASM1959344v1	Fusarium oxysporum f. sp. niveum		150523						66194294	Contig	2021-08-13	JADWMW01
GCA_019593505.1	ASM1959350v1	Fusarium oxysporum f. sp. niveum		150524						61372023	Contig	2021-08-13	JADWMX01
GCA_021018635.1	ASM2101863v1	Fusarium oxysporum f. sp. lycopersici		Fol59						53285344	Contig	2021-12-01	JAIUCW01
GCA_023509805.1	Fusoxalb1	Fusarium oxysporum f. sp. albedinis		9					Annotation submitted by DOE Joint Genome Institute	65559131	Contig	2022-05-19	JAKELM01
GCA_019593485.1	ASM1959348v1	Fusarium oxysporum f. sp. niveum		140507A						47572965	Contig	2021-08-13	JADWMU01
GCA_019593455.1	Fon-110407-3-1-1_Nanopore_SRA	Fusarium oxysporum f. sp. niveum		110407-3-1-1						49702599	Contig	2021-08-13	JADWMV01
GCA_019721175.1	ASM1972117v1	Fusarium oxysporum f. sp. niveum		150515-1						52219321	Scaffold	2021-08-23	JADWMT01
GCA_001703035.1	Fol069	Fusarium oxysporum f. sp. lycopersici		Fol069						49122294	Scaffold	2016-08-10	MALP01
GCA_001703135.1	Fol075	Fusarium oxysporum f. sp. lycopersici		Fol075						50649194	Scaffold	2016-08-10	MALT01
GCA_001703065.1	Fol072	Fusarium oxysporum f. sp. lycopersici		Fol072						50055569	Scaffold	2016-08-10	MALQ01
GCA_025216265.1	ASM2521626v1	Fusarium oxysporum f. sp. niveum		VPRI44309		Australia				54177864	Contig	2022-09-14	JAMSDP01
GCA_025216305.1	ASM2521630v1	Fusarium oxysporum f. sp. niveum		VPRI44307		Australia				54027550	Contig	2022-09-14	JAMSDR01
GCA_025216225.1	ASM2521622v1	Fusarium oxysporum f. sp. niveum		VPRI44310		Australia				54708086	Contig	2022-09-14	JAMSDO01
GCA_025216245.1	ASM2521624v1	Fusarium oxysporum f. sp. niveum		VPRI44308		Australia				52067854	Contig	2022-09-14	JAMSDQ01
GCA_001702715.1	Fon019	Fusarium oxysporum f. sp. niveum		Fon019						49724550	Scaffold	2016-08-10	MAMH01
GCA_025217025.1	ASM2521702v1	Fusarium oxysporum f. sp. lycopersici		VPRI44277		Australia				52112349	Contig	2022-09-14	JAMSFB01
GCA_025216765.1	ASM2521676v1	Fusarium oxysporum f. sp. lycopersici		VPRI44100		Australia				53923721	Contig	2022-09-14	JAMSEP01
GCA_025217085.1	ASM2521708v1	Fusarium oxysporum f. sp. lycopersici		VPRI44276		Australia				53923721	Contig	2022-09-14	JAMSFC01
GCA_025217105.1	ASM2521710v1	Fusarium oxysporum f. sp. lycopersici		VPRI44274		Australia				52914047	Contig	2022-09-14	JAMSFE01
GCA_025266885.1	ASM2526688v1	Fusarium oxysporum f. sp. niveum		VPRI44255		Australia				56905235	Contig	2022-09-19	JAMSGF01
GCA_025216785.1	ASM2521678v1	Fusarium oxysporum f. sp. lycopersici		VPRI44107		Australia				53777973	Contig	2022-09-14	JAMSER01
GCA_025217125.1	ASM2521712v1	Fusarium oxysporum f. sp. lycopersici		VPRI44272		Australia				53777973	Contig	2022-09-14	JAMSFG01
GCA_025216745.1	ASM2521674v1	Fusarium oxysporum f. sp. lycopersici		VPRI44099		Australia				53766007	Contig	2022-09-14	JAMSEQ01
GCA_025217165.1	ASM2521716v1	Fusarium oxysporum f. sp. lycopersici		VPRI44273		Australia				53166721	Contig	2022-09-14	JAMSFF01
GCA_025216285.1	ASM2521628v1	Fusarium oxysporum f. sp. niveum		VPRI44306		Australia				57001784	Contig	2022-09-14	JAMSDS01
GCA_025217065.1	ASM2521706v1	Fusarium oxysporum f. sp. lycopersici		VPRI44275		Australia				53864374	Contig	2022-09-14	JAMSFD01
GCA_001702785.1	Fon010	Fusarium oxysporum f. sp. niveum		Fon010						55471499	Scaffold	2016-08-10	MALB01
GCA_001702995.1	Fol016	Fusarium oxysporum f. sp. lycopersici		Fol016						49575100	Scaffold	2016-08-10	MALM01
GCA_001702795.1	Fon015	Fusarium oxysporum f. sp. niveum		Fon015						52059009	Scaffold	2016-08-10	MALD01
GCA_019721165.1	ASM1972116v1	Fusarium oxysporum f. sp. niveum		150319						55322575	Scaffold	2021-08-23	JADWMS01
GCA_001702845.1	Fon037	Fusarium oxysporum f. sp. niveum		Fon037						51293917	Scaffold	2016-08-10	MALF01
GCA_001702955.1	Fol018	Fusarium oxysporum f. sp. lycopersici		Fol018						48952389	Scaffold	2016-08-10	MALL01
GCA_025216325.1	ASM2521632v1	Fusarium oxysporum f. sp. niveum		VPRI44305		Australia				56585060	Contig	2022-09-14	JAMSDT01
GCA_001702945.1	Fol014	Fusarium oxysporum f. sp. lycopersici		Fol014						50061297	Scaffold	2016-08-10	MALJ01
GCA_001703025.1	Fol029	Fusarium oxysporum f. sp. lycopersici		Fol029						50011777	Scaffold	2016-08-10	MALN01
GCA_019721145.1	ASM1972114v1	Fusarium oxysporum f. sp. niveum		140508B						54966825	Scaffold	2021-08-23	JADWMR01
GCA_025266905.1	ASM2526690v1	Fusarium oxysporum f. sp. niveum		VPRI44254		Australia				56939789	Contig	2022-09-19	JAMSGG01
GCA_025216585.1	ASM2521658v1	Fusarium oxysporum f. sp. niveum		VPRI44293		Australia				55259171	Contig	2022-09-14	JAMSEF01
GCA_014602775.1	ASM1460277v1	Fusarium oxysporum f. sp. niveum		R2						54074873	Scaffold	2020-09-16	JACRUZ01
